89,81,4,6,No,4577658,8 Longview Pass,4,Casa
90,705,4,7,Otro,6129879,56 Little Fleur Street,28,Casa
91,66,2,5,Cama - Closet - escritorio,2101639,8 Wayridge Court,77,Apartaestudio
92,7,2,1,Solo cama,3771165,83845 Hermina Alley,8,Habitación
93,465,1,10,Solo cama,9867314,9233 Saint Paul Parkway,16,Casa
94,641,2,1,Solo cama,3419794,1 Lakewood Gardens Pass,56,Apartamento
95,367,2,9,Cama - Closet - escritorio,840111,70 Bayside Way,83,Apartamento
96,109,1,5,No,1360014,93079 High Crossing Pass,72,Apartamento
97,723,2,7,Cama - Closet - escritorio,9360928,38986 Magdeline Center,5,Habitación
98,948,1,10,Cama - Closet,8564549,358 Melrose Plaza,117,Apartaestudio
99,97,3,1,Cama - Closet - escritorio,1499115,523 Sunfield Junction,17,Apartaestudio
100,568,4,1,No,8707959,68 Springs Plaza,117,Habitación
101,937,4,4,No,3839902,17 Rockefeller Road,62,Apartamento
102,523,3,1,No,9002014,9787 Annamark Point,80,Apartamento
103,232,3,6,Cama - Closet,6938764,9974 Johnson Point,50,Apartaestudio
104,654,2,1,Otro,8544261,7050 Corscot Terrace,53,Casa
105,214,3,10,No,7471790,41009 Carberry Place,50,Apartaestudio
106,896,3,5,Solo cama,8645524,3 Del Sol Park,59,Apartaestudio
107,579,4,4,Cama - Closet - escritorio,986462,36 Center Way,114,Casa
108,655,4,1,Cama - Closet,8683307,81355 Meadow Valley Center,52,Apartaestudio
109,472,1,1,No,5529724,5593 Granby Drive,107,Casa
110,447,2,2,Otro,3941863,82911 Troy Trail,24,Apartamento
111,30,1,6,Cama - Closet - escritorio,6852942,77 Bartelt Lane,72,Apartamento
112,625,4,7,Cama - Closet,6384542,8778 Myrtle Parkway,110,Apartamento
113,229,3,8,No,6847959,97024 Burrows Avenue,10,Habitación
114,279,3,1,Cama - Closet - escritorio,7048791,18949 Loftsgordon Place,37,Habitación
115,180,2,9,Cama - Closet,7470391,7144 Little Fleur Park,59,Casa
116,702,2,6,Cama - Closet,1344544,274 Manley Court,60,Casa
117,558,1,5,Cama - Closet - escritorio,915895,44 Acker Point,11,Habitación
118,279,3,7,Solo cama,7763183,0 Melvin Junction,93,Apartamento
119,305,3,7,Solo cama,3647898,51 Namekagon Drive,13,Apartaestudio
120,442,1,6,Solo cama,885201,9576 Dapin Road,65,Habitación
121,384,4,6,Cama - Closet,2560411,4 Fuller Plaza,8,Apartaestudio
122,11,3,2,Cama - Closet - escritorio,6450891,0 Tomscot Pass,31,Casa
123,72,4,4,Cama - Closet - escritorio,3689655,79086 Heath Lane,2,Apartamento
124,123,4,8,Cama - Closet,8850763,07434 Mifflin Alley,95,Apartamento
125,58,1,4,Otro,3771804,5487 Merrick Alley,74,Habitación
126,654,2,10,Otro,4763937,0 Muir Avenue,7,Habitación
127,665,1,8,Otro,3803839,631 Northland Circle,91,Casa
128,327,3,10,No,7870262,4 Sage Circle,119,Casa
129,338,3,4,Otro,2501845,4390 Dakota Way,25,Habitación
130,138,3,3,Solo cama,6067360,31260 Towne Road,14,Apartamento
131,459,1,3,Cama - Closet,513666,782 Stang Way,53,Casa
132,879,2,4,Solo cama,8989955,3654 Mockingbird Center,51,Casa
133,220,1,8,Solo cama,4065477,755 1st Crossing,4,Apartaestudio
134,996,1,7,No,5274166,34291 Golf Course Hill,82,Apartamento
135,713,4,8,Cama - Closet - escritorio,5978081,02033 American Ash Center,66,Casa
136,301,1,9,Otro,244789,027 Morningstar Point,120,Casa
137,508,2,5,Solo cama,800880,70184 Lunder Place,92,Apartaestudio
138,635,3,9,Cama - Closet,2663441,38956 Little Fleur Terrace,51,Apartaestudio
139,317,3,8,Solo cama,9395307,29353 Carpenter Avenue,96,Casa
140,556,1,10,Solo cama,8592793,16 Arrowood Junction,35,Apartaestudio
141,399,2,7,Cama - Closet,8743582,76 Gulseth Point,60,Habitación
142,353,3,9,Cama - Closet,5725432,962 Clyde Gallagher Lane,117,Apartamento
143,872,3,6,Cama - Closet - escritorio,8676275,569 Sherman Parkway,53,Apartaestudio
144,369,3,4,No,5364679,193 Knutson Pass,105,Casa
145,739,4,8,Solo cama,7491427,774 Kedzie Crossing,106,Apartaestudio
146,296,1,10,Solo cama,4164352,63 Hazelcrest Trail,98,Apartamento
147,310,3,5,No,1626630,193 Melvin Road,93,Apartaestudio
148,553,3,8,Cama - Closet,8424898,8 Vahlen Trail,55,Apartaestudio
149,892,1,1,Solo cama,5135541,2 Bunting Junction,103,Apartamento
150,700,4,9,Cama - Closet - escritorio,333685,0 Marquette Road,69,Habitación
151,49,2,6,Cama - Closet,4071486,7 Killdeer Drive,66,Apartamento
152,857,1,5,No,7619825,040 Aberg Circle,116,Habitación
153,787,1,5,Otro,4413237,5149 Harbort Circle,90,Apartaestudio
154,723,2,5,No,6452180,836 Sunfield Way,73,Apartaestudio
155,502,4,5,Otro,1862643,2 4th Parkway,12,Apartaestudio
156,804,1,10,Otro,1765077,5474 Buena Vista Circle,92,Casa
157,899,4,1,Otro,6937868,2665 Clyde Gallagher Circle,76,Habitación
158,353,3,5,Cama - Closet - escritorio,7118586,10155 Hollow Ridge Circle,62,Casa
159,558,1,5,No,933605,437 Hermina Junction,9,Habitación
160,26,1,9,Cama - Closet - escritorio,3016826,5 Laurel Terrace,109,Casa
161,759,4,9,Cama - Closet - escritorio,616070,0 Bluejay Avenue,22,Habitación
162,457,1,10,Cama - Closet - escritorio,1775271,114 Bashford Plaza,119,Apartamento
163,305,3,3,Cama - Closet,576071,00383 Donald Trail,40,Casa
164,582,2,2,Otro,2292398,081 Ruskin Junction,114,Casa
165,631,4,2,Otro,3475617,29542 Lindbergh Park,42,Casa
166,562,3,1,Otro,3198563,2963 7th Parkway,56,Habitación
167,732,3,8,Otro,5520968,2 Glacier Hill Court,9,Apartaestudio
168,324,1,2,Cama - Closet,4454541,850 Mosinee Lane,22,Casa
169,486,3,4,Solo cama,7563677,3231 Paget Hill,25,Apartaestudio
170,814,3,5,Solo cama,845005,631 Del Mar Alley,70,Apartamento
171,209,4,10,Cama - Closet - escritorio,4122951,801 Donald Park,66,Habitación
172,897,4,9,Otro,3055774,205 Dennis Junction,55,Apartamento
173,201,3,9,No,5914792,36738 Londonderry Hill,6,Casa
174,642,2,1,Cama - Closet,5402243,8557 Spenser Trail,38,Casa
175,702,3,9,Cama - Closet,7975197,72 Ohio Road,28,Apartamento
176,896,2,8,Cama - Closet - escritorio,3661543,41 Erie Court,23,Casa
177,332,1,9,Solo cama,8603600,4677 Waubesa Terrace,32,Apartaestudio
178,381,4,3,Cama - Closet - escritorio,8334704,5 Pawling Park,16,Habitación
179,465,3,5,Cama - Closet - escritorio,6010910,37933 Brentwood Crossing,83,Habitación
180,153,3,3,No,8836383,26445 Di Loreto Drive,98,Apartamento
181,398,3,3,Cama - Closet - escritorio,6538189,6405 Pleasure Street,54,Casa
182,626,4,6,Otro,4887360,45 Melrose Center,61,Casa
183,75,4,3,Solo cama,8850912,81 Moose Parkway,11,Apartaestudio
184,375,2,9,No,1165642,890 4th Court,92,Casa
185,685,4,9,Cama - Closet - escritorio,2998813,535 Old Shore Pass,90,Apartamento
186,950,1,7,Otro,3610809,05 Morningstar Drive,105,Apartamento
187,421,3,1,Otro,9401392,7005 Harbort Street,77,Apartaestudio
188,109,1,9,Solo cama,7076836,6991 Heffernan Terrace,9,Habitación
189,776,2,2,Cama - Closet - escritorio,337718,9168 Eggendart Avenue,89,Apartamento
190,395,3,10,Cama - Closet,8557098,29 Sutteridge Alley,56,Apartaestudio
191,158,3,7,Solo cama,7580758,52 Oak Plaza,113,Apartaestudio
192,592,2,9,Otro,3120440,4 Crest Line Drive,75,Apartamento
193,431,1,4,Cama - Closet - escritorio,4679253,676 Haas Way,108,Casa
194,821,2,2,Otro,8276471,03206 Stone Corner Park,93,Habitación
195,946,4,10,Cama - Closet - escritorio,4062129,9 Crescent Oaks Avenue,77,Habitación
196,811,1,8,Otro,6350227,6 Lakewood Gardens Alley,51,Apartaestudio
197,736,3,5,No,3292804,2 Brown Way,83,Apartaestudio
198,91,4,5,Otro,5197506,21162 Kenwood Center,105,Apartamento
199,110,2,2,Cama - Closet - escritorio,4477601,865 Mallory Pass,43,Apartaestudio
200,317,3,4,Cama - Closet,9497307,28 Lukken Park,1,Habitación
201,533,2,5,No,4272386,161 Vidon Park,117,Casa
202,969,3,7,Cama - Closet,4916912,1932 Gulseth Crossing,98,Apartamento
203,229,1,3,Solo cama,8889127,01599 Crescent Oaks Parkway,85,Habitación
204,458,1,4,No,6481663,226 North Parkway,61,Casa
205,549,2,8,No,1180575,4189 Oakridge Trail,60,Apartaestudio
206,67,4,9,Solo cama,7573427,48 Westerfield Point,27,Apartamento
207,820,3,1,Cama - Closet - escritorio,8244273,75623 Schlimgen Terrace,108,Apartaestudio
208,514,1,6,Solo cama,6135903,9335 Westridge Place,34,Apartaestudio
209,417,2,5,Solo cama,9812213,5710 Vidon Street,45,Casa
210,183,2,5,Otro,9977642,9 Everett Place,105,Apartaestudio
211,759,2,2,No,6655744,1 Stang Way,64,Apartamento
212,780,4,6,No,362486,2407 Alpine Way,66,Apartaestudio
213,601,3,5,Solo cama,9779434,61276 Thompson Lane,58,Apartamento
214,611,2,6,Cama - Closet,6096169,166 Jenna Circle,12,Apartamento
215,405,2,10,No,168037,3 Union Parkway,89,Casa
216,619,4,7,Cama - Closet - escritorio,8966443,262 Schlimgen Street,77,Apartaestudio
217,248,2,7,No,8406033,21569 Magdeline Circle,88,Habitación
218,661,3,6,Cama - Closet - escritorio,7365103,53 Stuart Drive,76,Apartaestudio
219,540,4,6,Cama - Closet,9397847,7450 Prentice Junction,96,Habitación
220,220,1,3,Cama - Closet - escritorio,946847,6 Westport Park,108,Casa
221,410,2,6,Solo cama,500609,7254 Fieldstone Road,111,Habitación
222,311,4,5,Cama - Closet,9104417,9 Hoepker Drive,52,Casa
223,276,1,10,No,4784937,7 Maple Wood Plaza,78,Apartaestudio
224,613,1,8,Otro,3998053,2140 3rd Court,105,Casa
225,606,1,10,Cama - Closet - escritorio,5258528,6 Southridge Street,61,Casa
226,106,4,4,Solo cama,2631486,04 Duke Trail,24,Apartamento
227,342,1,7,Cama - Closet,6395358,0 Mayfield Drive,26,Apartamento
228,1,2,10,Cama - Closet - escritorio,8326199,5911 Sutherland Center,49,Habitación
229,173,3,3,No,3812847,50063 Dovetail Terrace,71,Apartamento
230,192,4,9,Otro,2735045,38666 8th Road,9,Apartamento
231,209,1,4,Otro,4846677,7 Continental Place,77,Apartaestudio
232,92,3,9,Cama - Closet,952525,768 Annamark Park,3,Casa
233,238,1,9,Cama - Closet,6592846,8 Ridge Oak Pass,11,Apartaestudio
234,195,2,7,Otro,6016954,18690 Del Sol Plaza,88,Habitación
235,628,2,6,Otro,6109486,2 Randy Center,41,Habitación
236,565,1,3,Otro,2086768,63401 Memorial Alley,36,Apartaestudio
237,552,2,10,Cama - Closet - escritorio,2756245,62 Lawn Junction,77,Apartaestudio
238,724,1,7,Otro,3128934,071 International Way,47,Apartamento
239,449,3,4,No,3991896,77 Valley Edge Point,43,Casa
240,946,4,6,No,7990641,53 Ruskin Way,75,Casa
241,458,3,3,Cama - Closet,7152156,357 Hayes Way,76,Apartaestudio
242,943,2,1,Solo cama,9503644,465 Northfield Junction,25,Apartaestudio
243,58,1,8,Cama - Closet - escritorio,9847493,69483 Weeping Birch Way,65,Apartaestudio
244,784,3,9,Otro,8951200,7 Hovde Lane,116,Apartamento
245,335,4,4,Cama - Closet - escritorio,4198500,1696 School Way,51,Apartamento
246,905,2,6,Cama - Closet - escritorio,1640459,345 Farmco Point,35,Apartamento
247,82,3,2,Otro,3382799,5 Lawn Parkway,96,Apartamento
248,741,1,6,Otro,4984130,698 Muir Hill,87,Apartamento
249,211,2,6,Otro,1897473,1 North Trail,71,Casa
250,233,3,1,Otro,2193688,83504 Mccormick Drive,59,Apartaestudio
251,295,2,6,Cama - Closet - escritorio,2514948,0 Golf View Circle,106,Casa
252,612,1,2,Solo cama,5893745,3 1st Plaza,91,Apartaestudio
253,701,1,8,No,5994424,7 Starling Alley,23,Habitación
254,536,3,9,Otro,1844903,130 Raven Road,105,Casa
255,192,3,7,No,9224515,7887 Pepper Wood Point,66,Habitación
256,952,2,6,No,9680463,2 Westridge Park,88,Apartamento
257,132,4,10,Solo cama,5448433,774 Valley Edge Avenue,69,Habitación
258,992,4,6,Otro,305416,2 Canary Parkway,107,Habitación
259,74,3,5,Solo cama,4500762,86670 Garrison Alley,112,Apartamento
260,455,4,3,Cama - Closet - escritorio,666925,1289 Caliangt Center,33,Habitación
261,855,1,3,Cama - Closet - escritorio,837741,0254 Atwood Lane,44,Casa
262,929,3,5,Cama - Closet - escritorio,9754021,483 Arkansas Pass,47,Apartamento
263,407,1,3,Solo cama,2622474,1531 Judy Avenue,76,Apartaestudio
264,419,1,7,Otro,8638668,5609 Ryan Crossing,117,Casa
265,409,4,5,No,6047019,394 Sundown Pass,88,Apartamento
266,114,3,1,Otro,8425964,58 Commercial Way,22,Habitación
267,380,1,10,No,4530733,6066 Hagan Plaza,80,Apartamento
268,239,2,5,Cama - Closet - escritorio,4367652,16 Packers Avenue,19,Habitación
269,984,2,4,Cama - Closet - escritorio,3983523,85884 Rowland Lane,42,Apartaestudio
270,823,3,2,Otro,8999519,3 Ramsey Point,102,Casa
271,901,3,1,No,868541,88967 Logan Terrace,86,Habitación
272,262,3,4,Otro,431270,25823 Loeprich Point,88,Casa
273,113,2,7,Solo cama,6659549,709 6th Plaza,117,Habitación
274,5,2,3,Cama - Closet - escritorio,9881159,2947 Center Point,29,Habitación
275,266,4,7,Cama - Closet - escritorio,3737949,2838 Meadow Vale Parkway,120,Habitación
276,753,1,4,Cama - Closet,8698090,45226 Basil Street,110,Habitación
277,54,4,6,Otro,858791,016 Kennedy Terrace,40,Habitación
278,193,1,5,No,5906707,114 Burrows Court,35,Apartamento
279,700,4,5,Cama - Closet,5654067,8 Ruskin Hill,28,Apartamento
280,610,2,8,Otro,2147415,2 Heffernan Park,97,Apartaestudio
281,147,2,4,No,6915876,1781 Kinsman Point,71,Apartamento
282,116,1,10,Cama - Closet,5750524,82614 Kim Circle,111,Habitación
283,275,1,6,No,6900376,6 Westend Plaza,33,Apartaestudio
284,509,4,6,Cama - Closet,2462396,4248 Sachtjen Road,55,Apartaestudio
285,748,2,3,Solo cama,1961937,47 Coleman Pass,69,Casa
286,433,2,5,Otro,2427501,5 Oak Valley Pass,87,Habitación
287,89,2,5,Cama - Closet,8643577,5 Quincy Lane,91,Habitación
288,765,1,3,Cama - Closet - escritorio,9904345,39377 Cambridge Pass,95,Apartaestudio
289,664,3,6,No,3547868,0 Lakewood Way,51,Apartamento
290,307,4,8,No,9639072,137 Myrtle Place,70,Habitación
291,393,1,2,Cama - Closet,4634187,4 Loeprich Center,118,Apartamento
292,374,1,5,Cama - Closet,357380,7691 Bluestem Avenue,61,Apartamento
293,909,1,4,Solo cama,8636255,50 Crescent Oaks Hill,36,Habitación
294,101,1,5,Solo cama,4110757,41761 Sherman Alley,65,Habitación
295,839,3,8,Solo cama,5228598,4 Tennessee Lane,53,Apartaestudio
296,380,3,1,Cama - Closet,724091,77170 Kropf Court,73,Casa
297,395,4,10,Cama - Closet,7322611,7835 Manitowish Parkway,93,Casa
298,687,2,8,Cama - Closet,3457109,658 Forest Point,5,Casa
299,929,1,9,Cama - Closet - escritorio,3536080,2 Claremont Court,81,Casa
300,460,1,1,No,2270228,0164 Mandrake Drive,80,Casa
301,868,1,7,Cama - Closet - escritorio,6206642,4 Badeau Drive,4,Apartaestudio
302,912,2,8,Cama - Closet - escritorio,7498006,65 Troy Road,103,Habitación
303,861,1,8,No,9507562,7433 Ridgeview Junction,72,Habitación
304,786,1,9,Cama - Closet - escritorio,2872694,77 Mayfield Way,43,Habitación
305,365,1,2,Otro,5356297,558 Havey Circle,88,Casa
306,221,4,6,No,3594991,8 Kipling Terrace,25,Habitación
307,194,2,8,Otro,9431966,213 Boyd Pass,46,Apartaestudio
308,588,2,10,Cama - Closet - escritorio,5212744,716 Ridgeview Plaza,97,Apartaestudio
309,276,1,9,Cama - Closet - escritorio,2544975,46 Logan Drive,23,Casa
310,437,1,6,Cama - Closet - escritorio,5524368,0 Erie Park,48,Apartamento
311,544,3,10,Cama - Closet - escritorio,3891144,990 Debs Junction,53,Apartaestudio
312,343,2,1,Cama - Closet - escritorio,2253562,909 Mockingbird Terrace,100,Habitación
313,96,1,4,Cama - Closet,6898676,26038 Hoard Center,3,Apartaestudio
314,441,4,8,Solo cama,1282568,73081 Anhalt Way,2,Habitación
315,996,1,3,No,3054247,44280 Hudson Crossing,81,Apartaestudio
316,695,3,8,No,7298969,96992 Holy Cross Lane,13,Apartaestudio
317,411,3,5,Cama - Closet - escritorio,1826380,8679 Dottie Trail,94,Habitación
318,802,1,5,Solo cama,6822289,5386 Almo Hill,120,Apartamento
319,759,2,4,Cama - Closet - escritorio,9800569,5 Dennis Crossing,65,Apartaestudio
320,109,3,7,Cama - Closet,3542348,880 Acker Terrace,55,Habitación
321,662,2,1,Cama - Closet,2957367,8 John Wall Road,98,Casa
322,737,4,9,Solo cama,7928665,432 Ryan Junction,1,Casa
323,493,3,8,Solo cama,1688920,7 Anhalt Court,91,Apartaestudio
324,834,1,8,Otro,3777037,5857 Pawling Terrace,78,Apartaestudio
325,783,2,2,Cama - Closet,2396653,27 Knutson Alley,96,Casa
326,713,3,3,Cama - Closet,2020287,15211 Waywood Junction,8,Casa
327,46,2,9,Otro,6319810,988 Ilene Center,43,Apartamento
328,128,4,8,Cama - Closet,7641569,585 Arrowood Terrace,75,Habitación
329,469,1,3,No,946018,48824 Washington Circle,90,Casa
330,990,3,2,Solo cama,8621922,3017 Holmberg Avenue,113,Apartamento
331,472,4,1,Cama - Closet - escritorio,2518289,63 Dovetail Alley,71,Habitación
332,690,2,5,Cama - Closet,3876009,612 Vera Avenue,34,Apartaestudio
333,611,1,6,No,536205,3 Northport Pass,57,Casa
334,446,1,3,Otro,520221,0539 Sommers Terrace,77,Habitación
335,913,2,5,Cama - Closet - escritorio,8527407,8 Loomis Crossing,38,Apartaestudio
336,776,1,1,No,801432,410 Sundown Avenue,1,Apartaestudio
337,769,4,6,Solo cama,6135250,6973 Grim Drive,74,Apartamento
338,983,4,8,Cama - Closet,1684223,26 Russell Center,15,Apartaestudio
339,452,4,8,Solo cama,8044299,1 Holy Cross Drive,20,Apartaestudio
340,782,2,4,Otro,7911920,38 Ramsey Court,51,Apartaestudio
341,633,3,10,Cama - Closet,7843914,35 Mallard Avenue,116,Apartaestudio
342,475,3,4,Cama - Closet - escritorio,4663427,706 Bonner Trail,83,Apartaestudio
343,618,4,2,Otro,5563068,20 Schiller Trail,91,Apartaestudio
344,794,3,5,Otro,1557183,10462 Mcbride Parkway,2,Apartamento
345,541,1,8,Cama - Closet,4657628,6 Brickson Park Point,98,Habitación
346,482,2,7,Cama - Closet,3458863,26 Corscot Pass,69,Casa
347,154,2,1,No,9609744,39874 Muir Junction,98,Apartaestudio
348,640,3,7,Cama - Closet,3360507,478 Bellgrove Hill,24,Apartaestudio
349,276,2,8,Cama - Closet,4462910,577 Maywood Hill,33,Habitación
350,824,2,4,Otro,9765653,223 Fallview Point,22,Habitación
351,15,1,9,Cama - Closet - escritorio,3114049,5949 North Trail,84,Apartamento
352,399,2,8,Cama - Closet,9278679,52433 Amoth Road,61,Apartaestudio
353,149,2,10,No,2556826,8560 Transport Circle,9,Apartamento
354,712,4,7,Cama - Closet - escritorio,5702596,0 Spohn Avenue,78,Apartamento
355,142,3,6,Cama - Closet - escritorio,4519033,65101 Orin Plaza,58,Casa
356,814,4,10,Cama - Closet - escritorio,908358,23 Sachtjen Center,108,Habitación
357,467,1,9,Cama - Closet - escritorio,617367,679 Banding Trail,23,Apartamento
358,254,2,6,Cama - Closet,6629239,4 Dixon Alley,16,Apartaestudio
359,284,3,8,Otro,7008553,8 Packers Point,32,Apartamento
360,91,1,10,Solo cama,4531822,77 Fieldstone Road,90,Casa
361,21,2,2,Cama - Closet,7434544,811 Twin Pines Point,76,Casa
362,571,1,9,Cama - Closet - escritorio,5096306,42337 Crowley Road,90,Apartamento
363,550,4,3,Cama - Closet - escritorio,5503870,66 Mallard Hill,10,Apartamento
364,412,1,4,Cama - Closet - escritorio,8688679,20 Valley Edge Hill,64,Habitación
365,930,2,10,Otro,7303027,68 Grasskamp Lane,49,Apartaestudio
366,241,4,6,Cama - Closet,3100091,4 Bluejay Lane,51,Apartamento
367,773,4,1,Cama - Closet - escritorio,2721338,20 Warner Parkway,113,Casa
368,811,4,4,No,7798081,2224 North Court,79,Apartaestudio
369,794,1,3,No,6792981,6345 Quincy Center,68,Apartamento
370,971,2,8,Cama - Closet - escritorio,3230008,22984 Monument Parkway,50,Apartaestudio
371,330,4,10,Cama - Closet,9883266,3 Montana Trail,68,Casa
372,658,3,10,Cama - Closet,8194075,0549 Cascade Circle,70,Habitación
373,460,1,7,Cama - Closet,4355165,826 4th Court,66,Apartamento
374,603,1,5,Otro,6860133,92831 Mayfield Lane,109,Apartamento
375,109,4,10,No,2713244,3 Larry Terrace,78,Apartamento
376,145,2,6,No,7041462,5 Sauthoff Circle,29,Habitación
377,662,1,5,No,3243314,8481 Sherman Trail,18,Apartaestudio
378,994,1,10,No,1274162,6810 New Castle Hill,103,Apartamento
